PDT,Mean TemperatureF, Mean Humidity,PrecipitationIn, CloudCover, Events,Zip
7/19/2014,67,71,0,6,,94107
7/20/2014,68,73,0,6,,94107
7/21/2014,69,68,0,5,,94107
7/22/2014,70,64,0.01,5,Rain,94107
7/23/2014,70,68,0,4,,94107
7/24/2014,73,63,0,2,,94107
7/25/2014,75,53,0,0,,94107
7/26/2014,69,66,0,2,,94107
7/27/2014,70,67,0,4,,94107
7/28/2014,67,71,0,6,,94107
7/29/2014,68,67,0,2,,94107
7/30/2014,66,71,0,4,,94107
7/31/2014,65,72,0,5,,94107
8/1/2014,65,74,0,3,,94107
8/2/2014,64,76,0,6,,94107
8/3/2014,65,72,0,7,,94107
8/4/2014,67,71,0,7,,94107
8/5/2014,68,71,T,7,,94107
8/6/2014,69,71,T,6,Rain,94107
8/7/2014,65,73,0,5,,94107
8/8/2014,66,69,0,3,,94107
8/9/2014,63,74,T,6,,94107
8/10/2014,67,71,T,6,,94107
8/11/2014,67,69,0,4,,94107
8/12/2014,68,66,0,6,,94107
8/13/2014,68,69,0,5,,94107
8/14/2014,66,71,0,5,,94107
8/15/2014,66,70,0,4,,94107
8/16/2014,67,73,0,4,,94107
8/17/2014,65,73,0,5,,94107
8/18/2014,64,76,T,7,,94107
8/19/2014,67,71,T,5,Rain,94107
8/20/2014,68,71,0,5,,94107
8/21/2014,68,71,0,4,,94107
8/22/2014,69,74,0,5,,94107
8/23/2014,68,64,0,3,,94107
8/24/2014,67,69,0,4,,94107
8/25/2014,68,63,0,5,,94107
8/26/2014,69,64,0,2,,94107
8/27/2014,68,69,0,1,,94107
8/28/2014,68,74,0,4,,94107
8/29/2014,67,75,T,7,,94107
8/30/2014,68,71,0,3,Fog,94107
8/31/2014,69,69,0,3,,94107
3/1/2014,58,85,0.01,7,Rain,94063
3/2/2014,55,87,0,5,Rain,94063
3/3/2014,54,87,0,6,Rain,94063
3/4/2014,60,86,0,6,,94063
3/5/2014,63,85,0.02,7,Rain,94063
3/6/2014,58,86,0,6,Rain,94063
3/7/2014,58,76,0,1,,94063
3/8/2014,60,75,0,2,,94063
3/9/2014,64,65,0,3,,94063
3/10/2014,60,70,0,4,,94063
3/11/2014,59,51,0,0,,94063
3/12/2014,63,39,0,0,,94063
3/13/2014,64,47,0,0,,94063
3/14/2014,58,72,0,1,,94063
3/15/2014,62,71,0,0,,94063
3/16/2014,62,70,0,1,,94063
3/17/2014,60,66,0,2,,94063
3/18/2014,57,58,0,1,,94063
3/19/2014,58,52,0,1,,94063
3/20/2014,61,57,0,2,,94063
3/21/2014,55,71,0,1,,94063
3/22/2014,56,73,0,4,,94063
3/23/2014,57,75,0,3,,94063
3/24/2014,62,67,0,0,,94063
3/25/2014,53,66,0,3,Rain,94063
3/26/2014,55,79,0,5,Rain,94063
3/27/2014,58,71,0.03,7,Rain,94063
3/28/2014,60,71,0,4,,94063
3/29/2014,55,82,0,6,Rain,94063
3/30/2014,54,78,0,2,,94063
3/31/2014,50,84,0,4,Rain,94063
4/1/2014,50,86,0,5,Rain,94063
4/2/2014,52,76,0.02,4,Rain,94063
4/3/2014,53,75,0,3,,94063
4/4/2014,54,79,0.04,6,Rain,94063
4/5/2014,56,75,0,2,,94063
4/6/2014,62,69,0,0,,94063
4/7/2014,66,62,0,0,,94063
4/8/2014,70,68,0,1,,94063
4/9/2014,60,77,0,2,,94063
4/10/2014,62,82,0,3,,94063
4/11/2014,60,80,0,4,,94063
4/12/2014,58,73,0,4,,94063
4/13/2014,61,73,0,4,,94063
4/14/2014,60,77,0,3,,94063
4/15/2014,60,72,0,2,,94063
4/16/2014,64,66,0,2,,94063
4/17/2014,60,70,0,1,,94063
4/18/2014,58,69,0,1,,94063
4/19/2014,58,71,0,2,,94063
4/20/2014,66,63,0,0,,94063
4/21/2014,58,61,0,4,,94063
4/22/2014,55,66,0,4,Rain,94063
4/23/2014,57,64,0,1,,94063
4/24/2014,60,78,0,4,Rain,94063
4/25/2014,54,79,0,8,Rain,94063
4/26/2014,54,69,0,3,,94063
4/27/2014,58,67,0,5,,94063
4/28/2014,60,59,0,0,,94063
4/29/2014,70,50,0,1,,94063
4/30/2014,74,47,0,2,,94063
5/1/2014,72,43,0,1,,94063
5/2/2014,67,55,0,2,,94063
5/3/2014,60,73,0,2,,94063
5/4/2014,60,72,0,3,,94063
5/5/2014,60,69,0,2,,94063
5/6/2014,58,64,0,1,,94063
5/7/2014,56,73,0,5,,94063
5/8/2014,60,75,0,6,,94063
5/9/2014,60,75,0,5,,94063
5/10/2014,58,64,0,0,,94063
5/11/2014,64,49,0,0,,94063
5/12/2014,68,41,0,1,,94063
5/13/2014,75,33,0,0,,94063
5/14/2014,76,31,0,1,,94063
5/15/2014,74,31,0,1,,94063
5/16/2014,68,60,0,1,,94063
5/17/2014,60,72,0,3,,94063
5/18/2014,62,66,0,2,,94063
5/19/2014,60,71,0,3,Rain,94063
5/20/2014,60,74,0,5,,94063
5/21/2014,64,75,0,3,,94063
5/22/2014,63,76,0,4,,94063
5/23/2014,64,73,0,5,,94063
5/24/2014,63,68,0,1,,94063
5/25/2014,68,62,0,0,,94063
5/26/2014,68,59,0,0,,94063
5/27/2014,62,57,0,0,,94063
5/28/2014,64,47,0,0,,94063
5/29/2014,66,48,0,0,,94063
5/30/2014,58,71,0,2,,94063
5/31/2014,62,74,0,4,,94063
6/1/2014,64,72,0,2,,94063
6/2/2014,60,74,0,4,,94063
6/3/2014,60,74,0,3,,94063
6/4/2014,66,77,0,3,,94063
6/5/2014,64,76,0,2,,94063
6/6/2014,63,77,0,4,,94063
6/7/2014,64,78,0,4,,94063
6/8/2014,76,68,0,1,,94063
6/9/2014,74,68,0,0,,94063
6/10/2014,67,76,0,2,,94063
6/11/2014,65,73,0,1,,94063
6/12/2014,60,73,0,2,,94063
6/13/2014,66,65,0,0,,94063
6/14/2014,68,64,0,1,,94063
6/15/2014,62,70,0,4,,94063
6/16/2014,58,72,0,4,,94063
6/17/2014,62,56,0,0,,94063
6/18/2014,70,47,0,0,,94063
6/19/2014,64,64,0,1,,94063
6/20/2014,68,64,0,1,,94063
6/21/2014,62,64,0,2,,94063
6/22/2014,60,75,0,2,,94063
6/23/2014,64,68,0,1,,94063
6/24/2014,65,66,0,0,,94063
6/25/2014,62,80,0,3,,94063
6/26/2014,66,78,0,5,,94063
6/27/2014,67,77,0,1,,94063
6/28/2014,67,71,0,2,,94063
6/29/2014,72,60,0,0,,94063
6/30/2014,76,61,0,1,,94063
7/1/2014,67,75,0,3,,94063
7/2/2014,65,75,0,4,,94063
7/3/2014,67,69,0,0,,94063
7/4/2014,66,75,0,2,,94063
7/5/2014,68,76,0,3,,94063
7/6/2014,64,75,0,1,,94063
7/7/2014,68,75,0,2,,94063
7/8/2014,66,76,0,2,,94063
7/9/2014,67,77,0,4,,94063
7/10/2014,68,73,0,3,,94063
7/11/2014,66,73,0,2,,94063
7/12/2014,66,77,0,4,,94063
7/13/2014,67,77,0,5,,94063
7/14/2014,70,73,0,1,,94063
7/15/2014,70,74,0,2,,94063
7/16/2014,70,72,0,3,Rain,94063
7/17/2014,68,71,0,1,Rain,94063
7/18/2014,66,73,0,3,,94063
7/19/2014,68,73,0,5,,94063
7/20/2014,70,74,0,5,,94063
7/21/2014,70,70,0,2,,94063
7/22/2014,68,71,0,3,,94063
7/23/2014,70,73,0,3,,94063
7/24/2014,74,63,0,0,,94063
7/25/2014,78,60,0,0,,94063
7/26/2014,73,67,0,1,,94063
7/27/2014,71,71,0,1,,94063
7/28/2014,70,74,0,4,,94063
7/29/2014,69,74,0,1,,94063
7/30/2014,67,77,0,2,,94063
7/31/2014,66,82,0,3,,94063
8/1/2014,68,78,0,1,,94063
8/2/2014,67,81,0,4,,94063
8/3/2014,65,77,0,6,,94063
8/4/2014,65,77,0,6,,94063
8/5/2014,68,75,0,5,,94063
8/6/2014,72,74,0,4,Rain,94063
8/7/2014,68,74,0,4,,94063
8/8/2014,68,70,0,2,,94063
8/9/2014,65,73,0,3,,94063
8/10/2014,66,77,0,3,,94063
8/11/2014,68,73,0,4,,94063
8/12/2014,67,72,0,3,,94063
8/13/2014,68,74,0,3,,94063
8/14/2014,70,77,0,3,,94063
8/15/2014,69,77,0,3,,94063
8/16/2014,68,78,0,4,,94063
8/17/2014,70,79,0,3,,94063
8/18/2014,65,79,0,5,,94063
8/19/2014,67,77,0,5,,94063
8/20/2014,68,73,0,4,,94063
8/21/2014,68,74,0,3,,94063
8/22/2014,68,75,0,3,,94063
8/23/2014,66,73,0,3,,94063
8/24/2014,68,72,0,4,,94063
8/25/2014,68,71,0,3,,94063
8/26/2014,67,70,0,2,,94063
8/27/2014,71,71,0,0,,94063
8/28/2014,68,77,0,2,,94063
8/29/2014,68,77,0,5,,94063
8/30/2014,72,71,0,1,,94063
8/31/2014,70,68,0,0,,94063
3/1/2014,62,70,0,6,Rain,94301
3/2/2014,60,74,0,7,Rain,94301
3/3/2014,56,81,0,7,Rain,94301
3/4/2014,60,83,0,6,,94301
3/5/2014,63,,0,8,,94301
3/6/2014,60,75,0,4,,94301
3/7/2014,56,64,0,2,,94301
3/8/2014,60,64,0,5,,94301
3/9/2014,65,65,0,6,,94301
3/10/2014,63,62,0,4,Rain,94301
3/11/2014,63,37,0,0,,94301
3/12/2014,67,37,0,0,,94301
3/13/2014,62,50,0,0,,94301
3/14/2014,58,72,0,2,,94301
3/15/2014,63,93,0,0,,94301
3/16/2014,60,66,0,1,,94301
3/17/2014,62,58,0,3,,94301
3/18/2014,60,37,0,0,,94301
3/19/2014,58,47,0,3,,94301
3/20/2014,60,64,0,5,,94301
3/21/2014,60,68,0,1,,94301
3/22/2014,57,64,0,0,,94301
3/23/2014,60,70,0,3,,94301
3/24/2014,58,67,0,0,,94301
3/25/2014,56,71,0,6,Rain,94301
3/26/2014,58,74,0,7,Rain,94301
3/27/2014,60,63,0,7,,94301
3/28/2014,60,63,0,6,,94301
3/29/2014,60,86,0,8,Rain,94301
3/30/2014,56,64,0,5,,94301
3/31/2014,52,79,0,7,Rain,94301
4/1/2014,52,76,0,7,Rain,94301
4/2/2014,54,64,0,3,,94301
4/3/2014,54,68,0,6,,94301
4/4/2014,56,77,0,6,Rain,94301
4/5/2014,58,65,0,2,,94301
4/6/2014,61,63,0,0,,94301
4/7/2014,66,56,0,0,,94301
4/8/2014,68,66,0,4,,94301
4/9/2014,60,76,0,3,,94301
4/10/2014,64,71,0,4,,94301
4/11/2014,60,77,0,7,,94301
4/12/2014,60,66,0,2,,94301
4/13/2014,63,67,0,2,,94301
4/14/2014,62,73,0,4,,94301
4/15/2014,62,69,0,2,,94301
4/16/2014,62,62,0,1,,94301
4/17/2014,61,62,0,3,,94301
4/18/2014,62,63,0,3,,94301
4/19/2014,58,67,0,2,,94301
4/20/2014,66,60,0,0,,94301
4/21/2014,63,62,0,7,,94301
4/22/2014,58,49,0,3,,94301
4/23/2014,58,53,0,2,,94301
4/24/2014,60,68,0,5,,94301
4/25/2014,55,80,0,7,Rain,94301
4/26/2014,55,54,0,5,,94301
4/27/2014,62,59,0,4,,94301
4/28/2014,60,54,0,0,,94301
4/29/2014,74,33,0,0,,94301
4/30/2014,79,41,0,2,,94301
5/1/2014,72,43,0,4,,94301
5/2/2014,66,59,0,4,,94301
5/3/2014,63,62,0,5,,94301
5/4/2014,62,62,0,6,,94301
5/5/2014,60,60,0,5,,94301
5/6/2014,64,51,0,2,,94301
5/7/2014,59,62,0,3,,94301
5/8/2014,62,65,0,6,,94301
5/9/2014,64,56,0,3,,94301
5/10/2014,61,52,0,1,,94301
5/11/2014,64,32,0,0,,94301
5/12/2014,68,43,0,0,,94301
5/13/2014,75,35,0,0,,94301
5/14/2014,74,38,0,0,,94301
5/15/2014,72,36,0,4,,94301
5/16/2014,65,59,0,4,,94301
5/17/2014,65,56,0,5,,94301
5/18/2014,66,61,0,4,,94301
5/19/2014,64,58,0,6,,94301
5/20/2014,66,60,0,4,,94301
5/21/2014,65,64,0,1,,94301
5/22/2014,68,68,0,3,,94301
5/23/2014,63,74,0,5,,94301
5/24/2014,64,71,0,1,,94301
5/25/2014,68,54,0,1,,94301
5/26/2014,70,57,0,0,,94301
5/27/2014,64,51,0,0,,94301
5/28/2014,68,35,0,0,,94301
5/29/2014,68,51,0,0,,94301
5/30/2014,59,66,0,1,,94301
5/31/2014,63,65,0,1,,94301
6/1/2014,67,65,0,1,,94301
6/2/2014,63,63,0,2,,94301
6/3/2014,63,66,0,1,,94301
6/4/2014,66,69,0,2,,94301
6/5/2014,65,71,0,2,,94301
6/6/2014,66,,0,1,,94301
6/7/2014,67,31,0,2,,94301
6/8/2014,72,60,0,0,,94301
6/9/2014,71,66,0,0,,94301
6/10/2014,66,76,0,2,,94301
6/11/2014,68,63,0,0,,94301
6/12/2014,75,58,0,1,,94301
6/13/2014,66,53,0,0,,94301
6/14/2014,70,56,0,3,,94301
6/15/2014,66,58,0,4,,94301
6/16/2014,62,57,0,2,,94301
6/17/2014,66,47,0,0,,94301
6/18/2014,72,47,0,0,,94301
6/19/2014,65,65,0,1,,94301
6/20/2014,70,57,0,4,,94301
6/21/2014,63,66,0,5,,94301
6/22/2014,65,65,0,0,,94301
6/23/2014,66,64,0,1,,94301
6/24/2014,70,56,0,1,,94301
6/25/2014,66,71,0,5,,94301
6/26/2014,68,65,0,3,,94301
6/27/2014,70,70,0,2,,94301
6/28/2014,68,59,0,1,,94301
6/29/2014,71,64,0,0,,94301
6/30/2014,74,62,0,4,,94301
7/1/2014,70,72,0,2,,94301
7/2/2014,70,64,0,2,,94301
7/3/2014,66,69,0,0,,94301
7/4/2014,66,74,0,1,,94301
7/5/2014,68,70,0,1,,94301
7/6/2014,68,69,0,2,,94301
7/7/2014,68,74,0,6,,94301
7/8/2014,67,71,0,2,,94301
7/9/2014,70,69,0,1,,94301
7/10/2014,69,67,0,1,,94301
7/11/2014,68,66,0,3,,94301
7/12/2014,66,70,0,2,,94301
7/13/2014,67,75,0,5,,94301
7/14/2014,74,70,0,5,,94301
7/15/2014,70,78,0,5,,94301
7/16/2014,73,70,0,4,,94301
7/17/2014,70,65,0,2,,94301
7/18/2014,70,73,0,3,,94301
7/19/2014,70,72,0,4,,94301
7/20/2014,70,76,0,6,,94301
7/21/2014,73,24,0,4,,94301
7/22/2014,72,62,0,4,,94301
7/23/2014,70,67,0,3,,94301
7/24/2014,84,59,0,1,,94301
7/25/2014,76,56,0,0,,94301
7/26/2014,73,65,0,1,,94301
7/27/2014,74,68,0,4,,94301
7/28/2014,71,71,0,5,,94301
7/29/2014,73,70,0,1,,94301
7/30/2014,70,70,0,2,,94301
7/31/2014,70,74,0,4,,94301
8/1/2014,68,28,0,1,,94301
8/2/2014,68,30,0,3,,94301
8/3/2014,68,,0,6,,94301
8/4/2014,70,67,0,6,,94301
8/5/2014,71,74,0,7,,94301
8/6/2014,75,75,0,3,,94301
8/7/2014,68,75,0,2,,94301
8/8/2014,67,73,0,3,,94301
8/9/2014,68,70,0,0,,94301
8/10/2014,68,70,0,4,,94301
8/11/2014,70,73,0,2,,94301
8/12/2014,68,68,0,4,,94301
8/13/2014,69,68,0,2,,94301
8/14/2014,70,75,0,3,,94301
8/15/2014,70,,0,2,,94301
8/16/2014,71,70,0,2,,94301
8/17/2014,68,77,0,3,,94301
8/18/2014,68,74,0,3,,94301
8/19/2014,68,70,0,3,,94301
8/20/2014,71,61,0,1,,94301
8/21/2014,69,69,0,0,,94301
8/22/2014,71,68,0,2,,94301
8/23/2014,70,67,0,1,,94301
8/24/2014,68,73,0,2,,94301
8/25/2014,68,66,0,4,,94301
8/26/2014,68,70,0,2,,94301
8/27/2014,72,71,0,0,,94301
8/28/2014,70,76,0,2,,94301
8/29/2014,70,78,0,7,,94301
8/30/2014,70,70,0,2,,94301
8/31/2014,68,70,0,0,,94301
3/1/2014,60,69,0.21,6,Rain,94041
3/2/2014,58,71,0.03,5,Rain,94041
3/3/2014,56,75,0.14,6,Rain,94041
3/4/2014,61,75,0,3,,94041
3/5/2014,63,69,T,5,Rain,94041
3/6/2014,60,75,0.01,3,Rain,94041
3/7/2014,59,64,0,0,,94041
3/8/2014,60,61,0,0,,94041
3/9/2014,67,55,0,0,,94041
3/10/2014,61,63,0.01,2,Rain,94041
3/11/2014,62,44,0,0,,94041
3/12/2014,67,28,0,0,,94041
3/13/2014,63,46,0,0,,94041
3/14/2014,59,62,0,0,,94041
3/15/2014,64,57,0,0,,94041
3/16/2014,63,56,0,0,,94041
3/17/2014,61,57,0,3,,94041
3/18/2014,60,48,0,0,,94041
3/19/2014,61,43,0,0,,94041
3/20/2014,62,50,0,0,,94041
3/21/2014,58,66,0,0,,94041
3/22/2014,58,64,0,1,,94041
3/23/2014,60,66,0,3,,94041
3/24/2014,61,54,0,0,,94041
3/25/2014,57,62,0.01,3,Rain,94041
3/26/2014,58,71,0.24,6,Rain,94041
3/27/2014,59,63,T,5,,94041
3/28/2014,61,64,0,4,,94041
3/29/2014,58,78,0.28,6,Rain,94041
3/30/2014,56,66,0.03,2,,94041
3/31/2014,51,75,0.52,4,Rain,94041
4/1/2014,53,74,0.36,5,Rain,94041
4/2/2014,53,70,0.01,3,Rain,94041
4/3/2014,54,65,0,1,,94041
4/4/2014,56,65,0.21,7,Rain,94041
4/5/2014,58,66,0,2,,94041
4/6/2014,62,61,0,0,,94041
4/7/2014,67,60,0,0,,94041
4/8/2014,70,61,0,0,,94041
4/9/2014,63,72,0,2,,94041
4/10/2014,65,59,0,3,,94041
4/11/2014,61,77,0,4,,94041
4/12/2014,61,65,0,4,,94041
4/13/2014,64,65,0,3,,94041
4/14/2014,63,68,0,3,,94041
4/15/2014,61,71,0,3,,94041
4/16/2014,64,62,0,0,,94041
4/17/2014,62,64,0,0,,94041
4/18/2014,61,58,0,0,,94041
4/19/2014,60,67,0,0,,94041
4/20/2014,66,52,0,0,,94041
4/21/2014,61,52,0,1,,94041
4/22/2014,58,50,T,3,Rain,94041
4/23/2014,59,56,0,0,,94041
4/24/2014,60,68,T,1,Rain,94041
4/25/2014,56,74,0.28,8,Rain,94041
4/26/2014,55,61,0,2,,94041
4/27/2014,59,60,T,4,,94041
4/28/2014,60,54,0,0,,94041
4/29/2014,69,44,0,0,,94041
4/30/2014,75,44,0,0,,94041
5/1/2014,75,42,0,0,,94041
5/2/2014,67,50,0,0,,94041
5/3/2014,63,65,0,3,,94041
5/4/2014,63,62,0,1,,94041
5/5/2014,61,57,0,2,,94041
5/6/2014,63,50,0,0,,94041
5/7/2014,60,58,0,1,,94041
5/8/2014,62,63,0,6,,94041
5/9/2014,63,61,T,5,,94041
5/10/2014,62,51,0,0,,94041
5/11/2014,65,46,0,0,,94041
5/12/2014,69,44,0,0,,94041
5/13/2014,75,33,0,0,,94041
5/14/2014,76,34,0,0,,94041
5/15/2014,74,40,0,0,,94041
5/16/2014,67,62,0,0,,94041
5/17/2014,65,65,0,0,,94041
5/18/2014,65,55,0,2,,94041
5/19/2014,63,59,T,3,,94041
5/20/2014,63,59,T,2,Rain,94041
5/21/2014,65,65,0,1,,94041
5/22/2014,65,65,0,3,,94041
5/23/2014,65,72,0,3,,94041
5/24/2014,65,73,0,0,,94041
5/25/2014,69,57,0,0,,94041
5/26/2014,69,53,0,0,,94041
5/27/2014,65,55,0,0,,94041
5/28/2014,66,46,0,0,,94041
5/29/2014,69,50,0,0,,94041
5/30/2014,62,69,0,2,,94041
5/31/2014,63,63,0,2,,94041
6/1/2014,66,63,0,2,,94041
6/2/2014,64,65,0,3,,94041
6/3/2014,64,68,0,3,,94041
6/4/2014,66,68,0,2,,94041
6/5/2014,66,72,0,2,,94041
6/6/2014,66,70,0,2,,94041
6/7/2014,65,70,0,3,,94041
6/8/2014,74,60,0,0,,94041
6/9/2014,73,61,0,0,,94041
6/10/2014,68,71,0,2,,94041
6/11/2014,67,63,0,0,,94041
6/12/2014,65,58,0,3,,94041
6/13/2014,66,50,0,0,,94041
6/14/2014,71,53,0,0,,94041
6/15/2014,65,59,0,0,,94041
6/16/2014,63,59,0,0,,94041
6/17/2014,65,54,0,0,,94041
6/18/2014,71,51,0,0,,94041
6/19/2014,66,70,0,0,,94041
6/20/2014,71,52,0,0,,94041
6/21/2014,64,67,0,0,,94041
6/22/2014,63,68,0,0,,94041
6/23/2014,65,68,0,2,,94041
6/24/2014,68,61,0,0,,94041
6/25/2014,67,71,0,0,,94041
6/26/2014,68,68,0.01,3,Rain,94041
6/27/2014,69,68,0,3,,94041
6/28/2014,69,56,0,0,,94041
6/29/2014,71,59,0,0,,94041
6/30/2014,74,61,0,0,,94041
7/1/2014,69,69,0,2,,94041
7/2/2014,69,67,0,3,,94041
7/3/2014,66,70,0,0,,94041
7/4/2014,66,72,0,1,,94041
7/5/2014,67,66,0,2,,94041
7/6/2014,66,67,0,1,,94041
7/7/2014,69,68,0,2,,94041
7/8/2014,68,72,0,2,,94041
7/9/2014,68,72,0,3,,94041
7/10/2014,68,67,0,0,,94041
7/11/2014,67,66,0,2,,94041
7/12/2014,66,72,0,4,,94041
7/13/2014,66,71,0,3,,94041
7/14/2014,72,71,0,0,,94041
7/15/2014,71,71,0,2,,94041
7/16/2014,72,68,0,3,,94041
7/17/2014,71,66,0,0,,94041
7/18/2014,68,68,0,2,,94041
7/19/2014,70,73,0,3,,94041
7/20/2014,71,72,0,4,,94041
7/21/2014,71,66,0,3,,94041
7/22/2014,72,64,T,4,Rain,94041
7/23/2014,70,66,0,1,,94041
7/24/2014,73,65,0,1,,94041
7/25/2014,79,48,0,0,,94041
7/26/2014,74,64,0,0,,94041
7/27/2014,74,65,T,1,,94041
7/28/2014,70,70,0,1,,94041
7/29/2014,72,69,0,2,,94041
7/30/2014,72,72,0,3,,94041
7/31/2014,70,73,0,3,,94041
8/1/2014,70,72,0,0,,94041
8/2/2014,67,78,0,5,,94041
8/3/2014,67,73,0,5,,94041
8/4/2014,69,71,0,3,,94041
8/5/2014,71,69,0,4,,94041
8/6/2014,73,67,T,2,Rain,94041
8/7/2014,68,74,0,3,,94041
8/8/2014,69,67,0,1,,94041
8/9/2014,66,73,0,1,,94041
8/10/2014,69,69,0,3,,94041
